"AccName","GbifKey","OrigName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep"
"Myosotis alpestris F.W.Schmidt",5341187,"Myosotis alpestris F. W. Schmidt","Myosotis alpestris",2033,"H","p",7,9,3,"s","so","h","SC","se, in","se, zo","AF","B","T3","Intermediate"
"Myosotis arvensis Hill",5341170,"Myosotis arvensis (L.) Hill","Myosotis arvensis",2034,"H, T","a, b",4,9,6,"s","so","h","SC","se, in","se, zo","AF","B","T10, T2, T9","Intermediate"
"Myosotis laxa Lehm.",5341182,"Myosotis laxa Lehm.","Myosotis laxa",2035,"H","b",5,7,3,"s","so","h",NA,"se, in","se, zo",NA,"B","H3, L3, L4, S2, T7",NA
"Myosotis decumbens Host",7295092,"Myosotis decumbens Host","Myosotis decumbens",2036,"H","p",6,8,3,"sv","so","h",NA,"se, in","se, zo",NA,"B","T3",NA
"Myosotis discolor Pers.",5341177,"Myosotis discolor Pers.","Myosotis discolor",2037,"H, T","a",4,6,3,"s","so","h",NA,"se, in","se, zo",NA,"B","T6, T9",NA
"Myosotis nemorosa Besser",7730039,"Myosotis nemorosa Besser","Myosotis nemorosa",2038,"H","p",5,8,4,"sv","so","h",NA,"se, in","se, zo",NA,"B","L4",NA
"Myosotis scorpioides L.",5341184,"Myosotis scorpioides L. s. str.","Myosotis scorpioides",2039,"H","p",5,9,5,"sv","so","h","I","se, in","se, zo","X","B","H3, L3, L4, S3","Intermediate"
"Myosotis ramosissima Rochel",7589756,"Myosotis ramosissima Rochel","Myosotis ramosissima",2041,"H, T","a",4,6,3,"s","so","h",NA,"se, in","se, zo",NA,"B","T10, T5, T6",NA
"Myosotis rehsteineri Warten.",7930390,"Myosotis rehsteineri Wartm.","Myosotis rehsteineri",2042,"H","p",4,5,2,"sv","so","h",NA,"se, in","se, zo",NA,"B","L3",NA
"Myosotis sparsiflora J.C.Mikan ex Pohl",7814874,"Myosotis sparsiflora Pohl","Myosotis sparsiflora",2043,"H, T","a",4,6,3,"s","so","h","SC","se, in","se, zo","AF","B","L5","Intermediate"
"Myosotis stricta Link ex Roem. & Schult.",5341190,"Myosotis stricta Link ex Roem. & Schult.","Myosotis stricta",2044,"H, T","a",3,6,4,"s","so","h",NA,"se, in","se, zo",NA,"B","T5, T6",NA
"Myosotis sylvatica Hoffm.",5341175,"Myosotis sylvatica Ehrh. ex Hoffm.","Myosotis sylvatica",2045,"H","p",5,7,3,"sv","so","h","SC","se, in","se, zo","AF","B","T2, T3, T7","Intermediate"
"Myosoton aquaticum Moench",3085313,"Myosoton aquaticum (L.) Moench","Myosoton aquaticum",2046,"G, H","p",6,9,4,"sv","so, gm, gd","a2","SC","se, in","se, zo","AFXF","AB","L4, L5, T2","Intermediate"
"Myosurus minimus L.",3033605,"Myosurus minimus L.","Myosurus minimus",2047,"T","a",4,6,3,"s","so","h, a2","SC","se, in","se, zo","AF","A","L3, T7","Intermediate"
"Myrica gale L.",5414202,"Myrica gale L.","Myrica gale",2048,"N","p",4,5,2,"vvs","so, mo, do",NA,NA,"wi","ab","X","W","S3","No"
"Myricaria germanica Desv.",3612876,"Myricaria germanica (L.) Desv.","Myricaria germanica",2049,"N","p",6,8,3,"s","so","g1",NA,"se, in","se, zo",NA,"B","L5",NA
"Myriophyllum alterniflorum DC.",5361773,"Myriophyllum alterniflorum DC.","Myriophyllum alterniflorum",2050,"A","p",6,8,3,"vvs","mo","h",NA,"wi","ab",NA,"W","L3",NA
"Myriophyllum heterophyllum Michx.",5361762,"Myriophyllum heterophyllum Michx.","Myriophyllum heterophyllum",2051,"A","p",6,7,2,"vvs","mo","g2, h",NA,"wi","ab",NA,"W","L3",NA
"Myriophyllum spicatum L.",5361760,"Myriophyllum spicatum L.","Myriophyllum spicatum",2052,"A","p",7,8,2,"vvs","mo","g1",NA,"wi, se, in","ab, se, zo",NA,"W","L3",NA
"Myriophyllum verticillatum L.",5361779,"Myriophyllum verticillatum L.","Myriophyllum verticillatum",2053,"A","p",6,8,3,"vvs","mo","h",NA,"wi, wa","ab, ab",NA,"W","L3, L4",NA
"Myrrhis odorata Scop.",3034681,"Myrrhis odorata (L.) Scop.","Myrrhis odorata",2054,"H","p",6,7,2,"s","am","a2","SC","in","zo","XF","A","T3","Intermediate"
"Najas flexilis Rostk. & Schmidt",5329315,"Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt","Najas flexilis",2055,"A, T","a",6,8,3,"sv","mo",NA,"SC","wa","ab","XF","Hy","L3","No"
"Najas marina L.",5329324,"Najas marina L. s. l.","Najas marina",2056,"A, T","a",6,8,3,"sv","do",NA,"SC","wa","ab","X","Hy","L3, L4","No"
"Najas minor All.",5329434,"Najas minor All.","Najas minor",2057,"A, T","a, p",6,8,3,"sv","mo",NA,"SC","wa","ab","AFXF","Hy","L3","No"
"Narcissus poeticus L.",2858581,"Narcissus poeticus L. s. str.","Narcissus poeticus",2058,"G","p",4,5,2,"sv","so","h",NA,"se, in","se, zo",NA,"F","T7",NA
"Narcissus pseudonarcissus L.",2858244,"Narcissus pseudonarcissus L.","Narcissus pseudonarcissus",2059,"G","p",3,4,2,"vvs","so","h","SI","in","zo","X","Hh","T1, T6, T7, T9","Yes"
"Nardus stricta L.",2702717,"Nardus stricta L.","Nardus stricta",2061,"H","p",5,6,2,"vvs","so","g3, g2",NA,"wi","ab",NA,"W","T3, T6",NA
"Narthecium ossifragum Huds.",5602614,"Narthecium ossifragum (L.) Huds.","Narthecium ossifragum",2062,"H","p",7,8,2,"vvs","so","h","SC","wi, se, in","ab, se, zo","AF","Po","S2, T4","Intermediate"
"Nasturtium microphyllum Rchb.",9184619,"Nasturtium microphyllum (Boenn.) Rchb.","Nasturtium microphyllum",2063,"C","p",5,10,6,"sv","so","h","SC","se, in","se, zo",NA,"AB","L4",NA
"Nasturtium officinale W.T.Aiton",5708806,"Nasturtium officinale R. Br.","Nasturtium officinale",2064,"C","p",5,10,6,"sv","so","g1, h","SC","se, in","se, zo","AO","AB","L4","Intermediate"
"Neottia nidus-avis Rich.",2816176,"Neottia nidus-avis (L.) Rich.","Neottia nidus",2066,"G","p",5,6,2,"sv","so",NA,"SC, C","se, kl, in","se, se, zo","AFXF","AB","T1",NA
"Nepeta cataria L.",5341499,"Nepeta cataria L.","Nepeta cataria",2067,"C, H","p",7,9,3,"s","gm, gd","a2","SC","in","zo","X","H","T8","Intermediate"
"Nepeta grandiflora M.Bieb.",5341498,"Nepeta grandiflora M. Bieb.","Nepeta grandiflora",2068,"C, H","p",7,8,2,"sv","gm",NA,"SC","in","zo","AFXF","H",NA,NA
"Nepeta nuda L.",7309059,"Nepeta pannonica L.","Nepeta nuda",2069,"C, H","p",7,8,2,"s","gm, gd","a2","SC","in","zo","XF","H","T6","Intermediate"
"Neslia paniculata (L.) Desv.",9040863,"Neslia paniculata (L.) Desv. s. l.","Neslia paniculata",2070,"T","a",5,7,3,"s","so","h","SC","se","se","AO","AB","T8, T9","No"
"Nicandra physalodes (L.) Gaertn.",5341754,"Nicandra physalodes (L.) Gaertn.","Nicandra physalodes",2071,"T","a",7,10,4,"s","so","h","SC","se, in","se, zo","AF","B","T8","Intermediate"
"Nicotiana rustica L.",2928775,"Nicotiana rustica L.","Nicotiana rustica",2072,"T","a",6,9,4,"s","so",NA,"SC","se","se","AO","B",NA,"No"
"Nicotiana tabacum L.",2928774,"Nicotiana tabacum L.","Nicotiana tabacum",2073,"T","a",6,9,4,"s","so","g2","SC","se, in","se, zo","AF","F",NA,"Intermediate"
"Nigella arvensis L.",7278276,"Nigella arvensis L.","Nigella arvensis",2074,"T","a",7,9,3,"s","so","a3","SC","se, in","se, zo","AFXF","H","T7","Intermediate"
"Nigella damascena L.",5371702,"Nigella damascena L.","Nigella damascena",2075,"H, T","a",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","H",NA,"Intermediate"
"Gymnadenia miniata (Crantz) Hayek",2840596,"Nigritella rubra (Wettst.) K. Richt.","Gymnadenia miniata",2076,"G","p",6,8,3,"s","so",NA,"SC","in","zo",NA,"F","T3",NA
"Gymnadenia nigra Rchb.f.",2840590,"Nigritella nigra (L.) Rchb. f. s. str.","Gymnadenia nigra",2077,"G","p",6,8,3,"s","so",NA,"SC","in","zo",NA,"F","T3",NA
"Gymnadenia rhellicani (Teppner & E.Klein) Teppner & E.Klein",2840460,"Nigritella rhellicani Teppner & Klein","Gymnadenia rhellicani",2078,"G","p",6,8,3,"s","so",NA,"SC","in","zo","AFXF","F","T3, T6",NA
"Gymnadenia widderi (Teppner & E.Klein) Teppner & E.Klein",2840457,"Nigritella widderi Teppner & Klein","Gymnadenia widderi",2079,"G","p",7,7,1,"s","so",NA,"SC","in","zo",NA,"F","T3",NA
"Nonea pulla DC.",7294644,"Nonea pulla (L.) DC.","Nonea pulla",2080,"H","p",5,8,4,"s","so",NA,NA,"in","zo",NA,"H","T6, T8",NA
"Nonea rosea Link",2926041,"Nonea rosea (M. Bieb.) Link","Nonea rosea",2081,"H","p",6,7,2,"s","so",NA,NA,"in","zo",NA,"H","T8, T9",NA
"Nuphar lutea Sibth. & Sm.",7551339,"Nuphar lutea (L.) Sibth. & Sm.","Nuphar lutea",2082,"A, G","p",6,8,3,"sv","so","g2, g1, h","SC","in","zo","XF","AB","L3, L4","Intermediate"
"Nuphar pumila (Timm) DC.",6435002,"Nuphar pumila (Timm) DC.","Nuphar pumila",2083,"A, G","p",7,8,2,"sv","so","g2, g1, h","SC","in","zo","XF","AB","L3","Intermediate"
"Nuphar spenneriana Gaudin",3697239,"Nuphar x spenneriana Gaudin ","Nuphar spenneriana",2084,"A, G","p",NA,NA,NA,"vvs","so","g2","SC","in","zo","XF","AB","L3","Intermediate"
"Nymphaea alba L.",2882437,"Nymphaea alba L.","Nymphaea alba",2085,"A, G","p",6,8,3,"sv","so","g1, h","SC","se, in","se, zo","AF","AB","L3","Intermediate"
"Nymphaea candida J.Presl & C.Presl",3697615,"Nymphaea candida C. Presl","Nymphaea candida",2086,"A, G","p",6,8,3,"sv","so","g2","SC","in","zo","XF","AB","L3","Intermediate"
"Nymphoides peltata (S.G.Gmel.) Kuntze",8810827,"Nymphoides peltata (S. G. Gmel.) Kuntze","Nymphoides peltata",2087,"A","p",5,6,2,"sv","so","h","C","in","zo","AFXF","B","L3","Intermediate"
"Odontites litoralis Fries",7911410,"Odontites litoralis (Fr.) Fr.","Odontites litoralis",2088,"T","a",5,7,3,"s","so","g2","SC","se, in","se, zo","AFXF","H","H2","Intermediate"
"Odontites luteus (L.) Clairv.",7855120,"Odontites luteus (L.) Clairv.","Odontites luteus",2089,"T","a",7,10,4,"s","so","g1, h",NA,"se, in","se, zo",NA,"H","T6",NA
"Odontites vernus Dumort.",8971475,"Odontites vernus (Bellardi) Dumort.","Odontites vernus",2090,"T","a",5,7,3,"s","so","g2","SC","se, in","se, zo","AFXF","H","T9","Intermediate"
"Odontites vulgaris Moench",5415024,"Odontites vulgaris Moench","Odontites vulgaris",2091,"T","a",7,9,3,"s","so","g2","SC","se, in","se, zo","AFXF","H","T2","Intermediate"
"Oenanthe aquatica (L.) Poir.",5371888,"Oenanthe aquatica (L.) Poir.","Oenanthe aquatica",2092,"A, T","a, b, h",6,8,3,"sv","am","a2","SC","se, in","se, zo","AFXF","A","L3","Intermediate"
"Oenanthe conioides Lange",7443268,"Oenanthe conioides Lange","Oenanthe conioides",2093,"H","b",6,7,2,"s",NA,NA,"SC","se, in","se, zo","AFXF","A","H3",NA
"Oenanthe fistulosa L.",5371890,"Oenanthe fistulosa L.","Oenanthe fistulosa",2094,"A, H","p",6,8,3,"sv","am, ad","a1","SC","in","zo","AFXF","A","S2, T7","Intermediate"
"Oenanthe fluviatilis Colem.",5540419,"Oenanthe fluviatilis (Bab.) Coleman","Oenanthe fluviatilis",2095,"A, T","a, b, h",6,7,2,"s",NA,NA,"SC","se, in","se, zo","AFXF","A","L3",NA
"Oenanthe lachenalii C.C.Gmel.",5540332,"Oenanthe lachenalii C. C. Gmel.","Oenanthe lachenalii",2096,"H","p",7,9,3,"s",NA,NA,"SC","se, in","se, zo","AFXF","A","H1, H2, L5, T7",NA
"Oenanthe peucedanifolia Pollich",5540247,"Oenanthe peucedanifolia Pollich","Oenanthe peucedanifolia",2097,"H","p",6,7,2,"s",NA,NA,"SC","se, in","se, zo","AFXF","A","T7",NA
"Oenanthe silaifolia M.Bieb.",6027222,"Oenanthe silaifolia M. Bieb.","Oenanthe silaifolia",2098,"H","p",5,7,3,"s",NA,NA,"SC","se, in","se, zo","AFXF","A","T7",NA
"Oenothera acutifolia Rostanski",3666061,"Oenothera acutifolia Rostanski","Oenothera acutifolia",2099,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4","Intermediate"
"Oenothera ammophila Focke",7322516,"Oenothera ammophila Focke","Oenothera ammophila",2100,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","H1, T8","Intermediate"
"Oenothera angustissima R.R.Gates",3188889,"Oenothera angustissima Gates","Oenothera angustissima",2101,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera biennis L.",3188924,"Oenothera biennis L. s. str.","Oenothera biennis",2102,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AO","FnH","L4, T10, T8, T9","Intermediate"
"Oenothera brevispicata Hudziok",3664643,"Oenothera brevispicata Hudziok","Oenothera brevispicata",2103,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera canovirens Steele",6427797,"Oenothera canovirens Steele","Oenothera canovirens",2104,"H","a, b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10, T9","Intermediate"
"Oenothera clavifera Hudziok",3663883,"Oenothera clavifera Hudziok","Oenothera clavifera",2105,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera coloratissima Hudziok",3667755,"Oenothera coloratissima Hudziok","Oenothera coloratissima",2106,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera compacta Hudziok",3667667,"Oenothera compacta Hudziok","Oenothera compacta",2107,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera coronifera Renner",7865307,"Oenothera coronifera Renner","Oenothera coronifera",2108,"H","b",7,9,3,"s","so","a2","SC","in","zo","XF","FnH","T10, T8","Intermediate"
"Oenothera parviflora L.",8994150,"Oenothera cruciata Nutt. ex G. Don","Oenothera parviflora",2109,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera deflexa R.R.Gates",7322773,"Oenothera deflexa Gates","Oenothera deflexa",2110,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera villosa Thunb.",3188896,"Oenothera depressa Greene","Oenothera villosa",2111,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T10","Intermediate"
"Oenothera editicaulis Hudziok",3666916,"Oenothera editicaulis Hudziok","Oenothera editicaulis",2112,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera ersteinensis R.Linder & R.Jean",3666776,"Oenothera ersteinensis R. Linder & R. Jean","Oenothera ersteinensis",2113,"H","b",7,10,4,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4","Intermediate"
"Oenothera flaemingina Hudziok",3666608,"Oenothera flaemingina Hudziok","Oenothera flaemingina",2114,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera glazioviana Micheli",3188894,"Oenothera glazioviana Micheli s. str.","Oenothera glazioviana",2115,"H","b",6,9,4,"s","so","a2","SC","se, in","se, zo","XF","FnH","T10, T8, T9","Intermediate"
"Oenothera inconspecta Hudziok",3665059,"Oenothera inconspecta Hudziok","Oenothera inconspecta",2116,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera indivisa Hudziok",3665016,"Oenothera indivisa Hudziok","Oenothera indivisa",2117,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera jueterbogensis Hudziok",7322362,"Oenothera jueterbogensis Hudziok","Oenothera jueterbogensis",2118,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10, T8","Intermediate"
"Oenothera macrosperma (Hudziok) Hudziok",3664235,"Oenothera macrosperma Hudziok","Oenothera macrosperma",2119,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera mediomarchica Hudziok",3664104,"Oenothera mediomarchica Hudziok","Oenothera mediomarchica",2120,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera nuda Renner ex Rostanski",3667628,"Oenothera nuda Renner ex Rostanski","Oenothera nuda",2121,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera oakesiana Robbins ex S.Watson",3188884,"Oenothera oakesiana (A. Gray) Robbins ex S. Watson & Coult s. str.","Oenothera oakesiana",2122,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera obscurifolia Hudziok",3667536,"Oenothera obscurifolia Hudziok","Oenothera obscurifolia",2123,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera octolineata Hudziok",3667520,"Oenothera octolineata Hudziok","Oenothera octolineata",2124,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera oehlkersi Kappus ex Rostanski",7784421,"Oenothera oehlkersii Kappus ex Rostanski","Oenothera oehlkersi",2125,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4","Intermediate"
"Oenothera paradoxa Hudziok",3667238,"Oenothera paradoxa Hudziok","Oenothera paradoxa",2126,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10, T8","Intermediate"
"Oenothera pseudocernua Hudziok",3666643,"Oenothera pseudocernua Hudziok","Oenothera pseudocernua",2128,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH",NA,"Intermediate"
"Oenothera punctulata Rostanski & Gutte",3666491,"Oenothera punctulata Rostanski & Gutte","Oenothera punctulata",2129,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera pycnocarpa G.F.Atk. & Bartlett",3188926,"Oenothera pycnocarpa G. F. Atk. & Bartlett","Oenothera pycnocarpa",2130,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10, T8","Intermediate"
"Oenothera pyramidiflora Hudziok",3666300,"Oenothera pyramidiflora Hudziok","Oenothera pyramidiflora",2131,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera royfraseri R.R.Gates",3665940,"Oenothera royfraseri Gates","Oenothera royfraseri",2132,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera rubricaulis Kleb.",7322529,"Oenothera rubricaulis Kleb.","Oenothera rubricaulis",2133,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T10, T8, T9","Intermediate"
"Oenothera suaveolens Pers.",8302634,"Oenothera suaveolens Pers.","Oenothera suaveolens",2134,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T8","Intermediate"
"Oenothera subterminalis R.R.Gates",3664677,"Oenothera subterminalis Gates","Oenothera subterminalis",2135,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T10","Intermediate"
"Oenothera victorinii R.R.Gates & Catches.",7322143,"Oenothera victorini Gates & Catcheside","Oenothera victorinii",2136,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T10","Intermediate"
"Oenothera albipercurva Renner ex Hudziok",3665816,"Oenothera albipercurva Renner ex Hudziok ","Oenothera albipercurva",2137,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera braunii Doell",7631453,"Oenothera braunii Doell s. str.","Oenothera braunii",2138,"H","b",7,8,2,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T10","Intermediate"
"Oenothera drawertii Renner ex Rostanski",3667007,"Oenothera drawertii Renner ex Rostanski","Oenothera drawertii",2139,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera fallax Renner",7915783,"Oenothera fallax Renner s. str.","Oenothera fallax",2140,"H","b",6,9,4,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T8","Intermediate"
"Oenothera hoelscheri Renner & Rostanski",7322443,"Oenothera hoelscheri Renner ex Rostanski","Oenothera hoelscheri",2141,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T8","Intermediate"
"Oenothera issleri Renner ex Rostanski",7322373,"Oenothera issleri Renner ex Rostanski ","Oenothera issleri",2142,"H","b",6,8,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","T8","Intermediate"
"Oenothera wienii Renner ex Rostanski",3667774,"Oenothera wienii Renner ex Rostanski","Oenothera wienii",2143,"H","b",7,9,3,"s","so","a2","SC","se, in","se, zo","AF","FnH","L4, T8","Intermediate"
"Memoremea scorpioides (Haenke) A.Otero, Jim.Mejias, Valcarcel & P.Vargas",9151187,"Omphalodes scorpioides (Haenke) Schrank","Memoremea scorpioides",2144,"H, T","a",4,5,2,"s","so","h",NA,"se, in","se, zo",NA,"B","L5",NA
"Omphalodes verna Moench",2926048,"Omphalodes verna Moench","Omphalodes verna",2145,"H","p",4,5,2,"sv","so","h",NA,"se, in","se, zo",NA,"B","L5",NA
"Onobrychis arenaria DC.",2972841,"Onobrychis arenaria (Kit.) DC.","Onobrychis arenaria",2146,"H","p",6,7,2,"s","so","h",NA,"in","zo",NA,"H","T6",NA
"Onobrychis montana DC.",2972610,"Onobrychis montana DC.","Onobrychis montana",2147,"H","p",7,8,2,"s","so","h",NA,"in","zo",NA,"H","T3",NA
"Onobrychis viciifolia Scop.",2972595,"Onobrychis viciifolia Scop.","Onobrychis viciifolia",2148,"H","p",5,7,3,"s","so","h","I","se, in","se, zo","X","H","T10, T6","Intermediate"
"Ononis spinosa L.",2977149,"Ononis arvensis L.","Ononis spinosa",2149,"H","p",6,7,2,"sv","so","h","SC","in","zo","AFXF","Hb","T6","Intermediate"
"Ononis natrix L.",2977234,"Ononis natrix L.","Ononis natrix",2150,"H","p",5,7,3,"s","so","h","SC","in","zo","AFXF","Hb","T10, T6","Intermediate"
"Onopordum acanthium L.",3094900,"Onopordum acanthium L.","Onopordum acanthium",2153,"H","b",7,8,2,"s","so","a2",NA,"in","zo",NA,"B","T10, T8",NA
"Onosma arenarium Waldst. & Kit.",7294529,"Onosma arenaria Waldst. & Kit.","Onosma arenarium",2154,"H","b",5,6,2,"s","so","h",NA,"se, in","se, zo",NA,"HF","T1",NA
"Ophioglossum vulgatum L.",2650133,"Ophioglossum vulgatum L.","Ophioglossum vulgatum",2155,"G","p",6,7,2,"sv","so",NA,"SC",NA,NA,"I",NA,"S2, S3, T4",NA
"Ophrys apifera Huds.",2792998,"Ophrys apifera Huds.","Ophrys apifera",2156,"G","p",5,6,2,"s","so",NA,"SC","se","se","AO","Hb","T1","No"
"Ophrys sphegodes Mill.",2793334,"Ophrys araneola Rchb.","Ophrys sphegodes",2157,"G","p",4,5,2,"s","so",NA,"SC","in","zo","XF","Hb","T1",NA
"Ophrys insectifera L.",2792588,"Ophrys insectifera L.","Ophrys insectifera",2159,"G","p",5,6,2,"s","so",NA,"SC","in","zo","XF","Hb","T1, T6",NA
"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase",2808461,"Orchis coriophora L.","Anacamptis coriophora",2161,"G","p",6,7,2,"s","so",NA,"SC","in","zo","XF","Hb","T7",NA
"Orchis mascula (L.) L.",2849427,"Orchis mascula (L.) L.","Orchis mascula",2162,"G","p",5,6,2,"s","so",NA,"SC, C","in","zo","XF","BHh","T1, T3, T6, T7",NA
"Orchis militaris L.",2809968,"Orchis militaris L.","Orchis militaris",2163,"G","p",5,6,2,"sv","so",NA,"SC","in","zo","XF","B","T6",NA
"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",2808565,"Orchis morio L.","Anacamptis morio",2164,"G","p",4,6,3,"s","so",NA,"SC","in","zo","XF","BHh","T6, T7",NA
